20260701 000000;69.795000;69.805000;69.795000;69.805000;0
20260701 000100;69.800000;69.805000;69.800000;69.805000;0
20260701 000200;69.758000;69.810000;69.758000;69.810000;0
20260701 000300;69.820000;69.825000;69.810000;69.810000;0
20260701 000400;69.805000;69.810000;69.805000;69.810000;0
20260701 000500;69.805000;69.810000;69.800000;69.810000;0
20260701 000600;69.815000;69.820000;69.815000;69.815000;0
20260701 000700;69.820000;69.825000;69.820000;69.820000;0
20260701 000800;69.810000;69.820000;69.800000;69.800000;0
20260701 000900;69.805000;69.805000;69.800000;69.800000;0
20260701 001000;69.790000;69.795000;69.785000;69.785000;0
20260701 001100;69.790000;69.795000;69.775000;69.780000;0
20260701 001200;69.775000;69.775000;69.760000;69.775000;0
20260701 001300;69.780000;69.780000;69.780000;69.780000;0
20260701 001400;69.733000;69.765000;69.733000;69.745000;0
20260701 001500;69.735000;69.740000;69.735000;69.740000;0
20260701 001600;69.735000;69.750000;69.735000;69.750000;0
20260701 001700;69.745000;69.750000;69.745000;69.745000;0
20260701 001800;69.740000;69.740000;69.720000;69.740000;0
20260701 001900;69.735000;69.740000;69.735000;69.740000;0
20260701 002000;69.693000;69.755000;69.693000;69.750000;0
20260701 002100;69.745000;69.750000;69.720000;69.725000;0
20260701 002200;69.720000;69.735000;69.720000;69.735000;0
20260701 002300;69.730000;69.730000;69.715000;69.720000;0
20260701 002400;69.730000;69.740000;69.720000;69.735000;0
20260701 002500;69.740000;69.745000;69.730000;69.730000;0
20260701 002600;69.720000;69.725000;69.720000;69.725000;0
20260701 002700;69.678000;69.720000;69.678000;69.720000;0
20260701 002800;69.725000;69.750000;69.725000;69.750000;0
20260701 003000;69.740000;69.755000;69.673000;69.720000;0
20260701 003100;69.715000;69.730000;69.715000;69.720000;0
20260701 003200;69.725000;69.725000;69.720000;69.720000;0
20260701 003300;69.725000;69.725000;69.725000;69.725000;0
20260701 003400;69.720000;69.725000;69.705000;69.705000;0
20260701 003500;69.710000;69.710000;69.705000;69.705000;0
20260701 003600;69.710000;69.735000;69.710000;69.730000;0
20260701 003700;69.735000;69.735000;69.725000;69.730000;0
20260701 003800;69.735000;69.735000;69.730000;69.730000;0
20260701 003900;69.735000;69.735000;69.725000;69.725000;0
20260701 004000;69.720000;69.725000;69.695000;69.700000;0
20260701 004100;69.705000;69.715000;69.700000;69.705000;0
20260701 004200;69.695000;69.710000;69.685000;69.690000;0
20260701 004300;69.695000;69.695000;69.690000;69.695000;0
20260701 004400;69.705000;69.725000;69.705000;69.725000;0
20260701 004500;69.735000;69.735000;69.730000;69.730000;0
20260701 004600;69.720000;69.725000;69.720000;69.725000;0
20260701 004700;69.720000;69.725000;69.710000;69.715000;0
20260701 004800;69.710000;69.715000;69.705000;69.705000;0
20260701 004900;69.690000;69.705000;69.680000;69.685000;0
20260701 005000;69.680000;69.685000;69.660000;69.665000;0
20260701 005100;69.675000;69.700000;69.675000;69.695000;0
20260701 005200;69.705000;69.735000;69.705000;69.725000;0
20260701 005300;69.715000;69.730000;69.715000;69.720000;0
20260701 005400;69.725000;69.730000;69.715000;69.730000;0
20260701 005500;69.735000;69.745000;69.705000;69.710000;0
20260701 005600;69.715000;69.720000;69.715000;69.720000;0
20260701 005700;69.715000;69.715000;69.685000;69.685000;0
20260701 005800;69.690000;69.725000;69.685000;69.710000;0
20260701 005900;69.720000;69.720000;69.695000;69.705000;0
20260701 010000;69.715000;69.715000;69.700000;69.705000;0
20260701 010100;69.710000;69.715000;69.705000;69.705000;0
20260701 010200;69.700000;69.715000;69.700000;69.715000;0
20260701 010300;69.710000;69.710000;69.700000;69.705000;0
20260701 010400;69.710000;69.710000;69.685000;69.710000;0
20260701 010500;69.715000;69.715000;69.710000;69.710000;0
20260701 010600;69.663000;69.705000;69.663000;69.705000;0
20260701 010700;69.715000;69.715000;69.700000;69.705000;0
20260701 010800;69.710000;69.715000;69.705000;69.705000;0
20260701 010900;69.700000;69.705000;69.695000;69.700000;0
20260701 011000;69.705000;69.705000;69.695000;69.695000;0
20260701 011100;69.690000;69.730000;69.690000;69.730000;0
